Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,StatelessRandomNormalV3_Tiling,56.791,2,28.396,3.417,53.374,623.925
host,acl,aclmdlRICaptureGetInfo,20.078,6,3.346,0.216,13.848,23.776
host,acl,aclnnInplaceNormal,1756.331,1,1756.331,1756.331,1756.331,0
host,acl,aclnnInplaceNormalGetWorkspaceSize,506748.876,1,506748.876,506748.876,506748.876,0
host,acl,aclrtBinaryLoadFromData,81.348,1,81.348,81.348,81.348,0
host,acl,aclrtCreateStreamWithConfig,2050.141,2,1025.071,901.438,1148.703,15284.995
host,acl,aclrtCtxGetSysParamOpt,10.942,8,1.368,0.348,6.776,4.365
host,acl,aclrtCtxSetSysParamOpt,3.168,2,1.584,0.737,2.431,0.717
host,acl,aclrtDestroyStreamForce,750.304,1,750.304,750.304,750.304,0
host,acl,aclrtFree,48.648,1,48.648,48.648,48.648,0
host,acl,aclrtGetCurrentContext,1.883,1,1.883,1.883,1.883,0
host,acl,aclrtGetDeviceCount,6.846,2,3.423,2.021,4.825,1.966
host,acl,aclrtGetResInCurrentThread,2.175,2,1.088,0.212,1.963,0.767
host,acl,aclrtGetStreamAttribute,3.047,1,3.047,3.047,3.047,0
host,acl,aclrtLaunchKernelWithHostArgs,50.205,1,50.205,50.205,50.205,0
host,acl,aclrtMemcpy,200.199,2,100.1,88.006,112.193,146.253
host,acl,aclrtResetDevice,6.158,1,6.158,6.158,6.158,0
host,acl,aclrtSetDevice,42.04,1,42.04,42.04,42.04,0
host,acl,aclrtSetOpExecuteTimeOutV2,1151.229,1,1151.229,1151.229,1151.229,0
host,acl,aclrtSetStreamFailureMode,6.202,2,3.101,2.222,3.98,0.773
host,acl,aclrtSynchronizeDeviceWithTimeout,36.432,2,18.216,6.48,29.952,137.734
host,acl,aclrtSynchronizeStream,35.196,2,17.598,4.688,30.508,166.668
host,node,launch,1309.126,2,654.563,583.462,725.664,5055.352
