Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,StatelessRandomNormalV3_Tiling,65.216,2,32.608,3.74,61.476,833.361
host,acl,aclmdlRICaptureGetInfo,19.752,6,3.292,0.222,13.922,23.84
host,acl,aclnnInplaceNormal,1759.752,1,1759.752,1759.752,1759.752,0
host,acl,aclnnInplaceNormalGetWorkspaceSize,538365.08,1,538365.08,538365.08,538365.08,0
host,acl,aclrtBinaryLoadFromData,84.973,1,84.973,84.973,84.973,0
host,acl,aclrtCreateStreamWithConfig,2539.379,2,1269.69,1142.201,1397.178,16253.318
host,acl,aclrtCtxGetSysParamOpt,12.289,8,1.536,0.377,7.504,5.299
host,acl,aclrtCtxSetSysParamOpt,4.054,2,2.027,1.159,2.895,0.753
host,acl,aclrtDestroyStreamForce,582.677,1,582.677,582.677,582.677,0
host,acl,aclrtFree,18.436,1,18.436,18.436,18.436,0
host,acl,aclrtGetCurrentContext,2.09,1,2.09,2.09,2.09,0
host,acl,aclrtGetDeviceCount,6.123,2,3.062,2.169,3.954,0.797
host,acl,aclrtGetResInCurrentThread,2.783,2,1.392,0.2,2.583,1.42
host,acl,aclrtGetStreamAttribute,2.677,1,2.677,2.677,2.677,0
host,acl,aclrtLaunchKernelWithHostArgs,42.773,1,42.773,42.773,42.773,0
host,acl,aclrtMemcpy,238.701,2,119.351,111.667,127.034,59.036
host,acl,aclrtResetDevice,5.169,1,5.169,5.169,5.169,0
host,acl,aclrtSetDevice,48.002,1,48.002,48.002,48.002,0
host,acl,aclrtSetOpExecuteTimeOutV2,1164.298,1,1164.298,1164.298,1164.298,0
host,acl,aclrtSetStreamFailureMode,5.827,2,2.914,2.12,3.707,0.63
host,acl,aclrtSynchronizeDeviceWithTimeout,20.098,2,10.049,6.828,13.27,10.375
host,acl,aclrtSynchronizeStream,31.789,2,15.895,4.922,26.867,120.396
host,node,launch,1287.19,2,643.595,555.239,731.951,7806.783
