Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,StatelessRandomNormalV3_Tiling,64.919,2,32.46,3.289,61.63,850.918
host,acl,aclmdlRICaptureGetInfo,15.255,6,2.543,0.199,9.055,10.298
host,acl,aclnnInplaceNormal,1691.562,1,1691.562,1691.562,1691.562,0
host,acl,aclnnInplaceNormalGetWorkspaceSize,536610.122,1,536610.122,536610.122,536610.122,0
host,acl,aclrtBinaryLoadFromData,66.163,1,66.163,66.163,66.163,0
host,acl,aclrtCreateStreamWithConfig,2031.366,2,1015.683,917.167,1114.199,9705.402
host,acl,aclrtCtxGetSysParamOpt,12.584,8,1.573,0.36,7.411,5.352
host,acl,aclrtCtxSetSysParamOpt,2.924,2,1.462,0.608,2.316,0.729
host,acl,aclrtDestroyStreamForce,645.802,1,645.802,645.802,645.802,0
host,acl,aclrtFree,22.58,1,22.58,22.58,22.58,0
host,acl,aclrtGetCurrentContext,1.682,1,1.682,1.682,1.682,0
host,acl,aclrtGetDeviceCount,6.844,2,3.422,2.065,4.779,1.841
host,acl,aclrtGetResInCurrentThread,2.251,2,1.126,0.203,2.048,0.851
host,acl,aclrtGetStreamAttribute,3.004,1,3.004,3.004,3.004,0
host,acl,aclrtLaunchKernelWithHostArgs,60.618,1,60.618,60.618,60.618,0
host,acl,aclrtMemcpy,294.86,2,147.43,137.485,157.375,98.903
host,acl,aclrtResetDevice,6.176,1,6.176,6.176,6.176,0
host,acl,aclrtSetDevice,47.955,1,47.955,47.955,47.955,0
host,acl,aclrtSetOpExecuteTimeOutV2,1149.903,1,1149.903,1149.903,1149.903,0
host,acl,aclrtSetStreamFailureMode,14.224,2,7.112,2.134,12.09,24.78
host,acl,aclrtSynchronizeDeviceWithTimeout,27.055,2,13.528,8.157,18.898,28.842
host,acl,aclrtSynchronizeStream,30.833,2,15.417,8.913,21.92,42.296
host,node,launch,1290.962,2,645.481,565.579,725.383,6384.33
