Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
1,N/A,PLACE_HOLDER_SQE,65535,2,0.007,1788185510819337.398	,1788185510819337.405	
1,N/A,AICPU_D,65535,3,66.508,1788185510833439.646	,1788185510833506.154	
1,StatelessRandomNormalV3_1ea4bd0e3cd9df67072d9z7amgc9c583_high_performance_100,AI_VECTOR_CORE,61,4,5.603,1788185511386907.874	,1788185511386913.477	
1,_Z25softmax_tile_group_kernelPDhS_iiii,AI_CORE,61,5,2.909,1788185514153801.207	,1788185514153804.116	
1,N/A,PLACE_HOLDER_SQE,65535,6,0.007,1788185514919002.299	,1788185514919002.306	
