Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,StatelessRandomNormalV3_Tiling,69.938,2,34.969,4.1,65.838,952.895
host,acl,aclmdlRICaptureGetInfo,14.077,6,2.346,0.253,7.983,8.132
host,acl,aclnnInplaceNormal,1720.921,1,1720.921,1720.921,1720.921,0
host,acl,aclnnInplaceNormalGetWorkspaceSize,545398.609,1,545398.609,545398.609,545398.609,0
host,acl,aclrtBinaryLoadFromData,67.815,1,67.815,67.815,67.815,0
host,acl,aclrtCreateStreamWithConfig,2827.3,2,1413.65,962.69,1864.61,203364.922
host,acl,aclrtCtxGetSysParamOpt,12.597,8,1.575,0.326,7.583,5.487
host,acl,aclrtCtxSetSysParamOpt,3.684,2,1.842,0.862,2.822,0.96
host,acl,aclrtDestroyStreamForce,581.459,1,581.459,581.459,581.459,0
host,acl,aclrtFree,18.677,1,18.677,18.677,18.677,0
host,acl,aclrtGetCurrentContext,2.034,1,2.034,2.034,2.034,0
host,acl,aclrtGetDeviceCount,8.298,2,4.149,3.436,4.862,0.508
host,acl,aclrtGetResInCurrentThread,2.57,2,1.285,0.249,2.321,1.073
host,acl,aclrtGetStreamAttribute,3.04,1,3.04,3.04,3.04,0
host,acl,aclrtLaunchKernelWithHostArgs,55.43,1,55.43,55.43,55.43,0
host,acl,aclrtMemcpy,101.912,2,50.956,43.878,58.034,50.098
host,acl,aclrtResetDevice,5.431,1,5.431,5.431,5.431,0
host,acl,aclrtSetDevice,53.244,1,53.244,53.244,53.244,0
host,acl,aclrtSetOpExecuteTimeOutV2,1153.991,1,1153.991,1153.991,1153.991,0
host,acl,aclrtSetStreamFailureMode,16.623,2,8.311,2.048,14.575,39.231
host,acl,aclrtSynchronizeDeviceWithTimeout,20.055,2,10.028,6.44,13.615,12.87
host,acl,aclrtSynchronizeStream,22.155,2,11.078,4.089,18.066,48.839
host,node,launch,1405.544,2,702.772,645.144,760.4,3320.986
