Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
1,N/A,PLACE_HOLDER_SQE,65535,2,0.007,1788185492030541.840	,1788185492030541.847	
1,N/A,AICPU_D,65535,3,64.553,1788185492041284.862	,1788185492041349.415	
1,StatelessRandomNormalV3_1ea4bd0e3cd9df67072d9z7amgc9c583_high_performance_100,AI_VECTOR_CORE,61,4,5.305,1788185492590856.919	,1788185492590862.224	
1,_Z25softmax_tile_group_kernelPDhS_iiii,AI_CORE,61,5,3.102,1788185495354373.303	,1788185495354376.405	
1,N/A,PLACE_HOLDER_SQE,65535,6,0.007,1788185495915138.093	,1788185495915138.100	
