Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
1,N/A,PLACE_HOLDER_SQE,65535,2,0.007,1788189758301835.007	,1788189758301835.014	
1,N/A,AICPU_D,65535,3,63.742,1788189758314333.549	,1788189758314397.291	
1,StatelessRandomNormalV3_1ea4bd0e3cd9df67072d9z7amgc9c583_high_performance_100,AI_VECTOR_CORE,61,4,9.494,1788189758939250.863	,1788189758939260.357	
1,_Z25softmax_tile_group_kernelPDhS_iiii,AI_CORE,61,5,4.946,1788189761884919.057	,1788189761884924.003	
1,N/A,PLACE_HOLDER_SQE,65535,6,0.007,1788189762101898.232	,1788189762101898.239	
