Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,StatelessRandomNormalV3_Tiling,65.711,2,32.856,3.277,62.434,874.888
host,acl,aclmdlRICaptureGetInfo,17.608,6,2.935,0.174,11.947,17.57
host,acl,aclnnInplaceNormal,1674.093,1,1674.093,1674.093,1674.093,0
host,acl,aclnnInplaceNormalGetWorkspaceSize,540324.275,1,540324.275,540324.275,540324.275,0
host,acl,aclrtBinaryLoadFromData,67.101,1,67.101,67.101,67.101,0
host,acl,aclrtCreateStreamWithConfig,2079.799,2,1039.9,986.861,1092.938,2813.082
host,acl,aclrtCtxGetSysParamOpt,20.118,8,2.515,0.352,15.55,24.54
host,acl,aclrtCtxSetSysParamOpt,2.529,2,1.265,0.546,1.983,0.516
host,acl,aclrtDestroyStreamForce,592.038,1,592.038,592.038,592.038,0
host,acl,aclrtFree,16.407,1,16.407,16.407,16.407,0
host,acl,aclrtGetCurrentContext,1.702,1,1.702,1.702,1.702,0
host,acl,aclrtGetDeviceCount,6.525,2,3.262,2.018,4.507,1.549
host,acl,aclrtGetResInCurrentThread,2.236,2,1.118,0.23,2.006,0.789
host,acl,aclrtGetStreamAttribute,2.974,1,2.974,2.974,2.974,0
host,acl,aclrtLaunchKernelWithHostArgs,52.569,1,52.569,52.569,52.569,0
host,acl,aclrtMemcpy,233.647,2,116.824,108.936,124.711,62.213
host,acl,aclrtResetDevice,5.321,1,5.321,5.321,5.321,0
host,acl,aclrtSetDevice,38.642,1,38.642,38.642,38.642,0
host,acl,aclrtSetOpExecuteTimeOutV2,1155.975,1,1155.975,1155.975,1155.975,0
host,acl,aclrtSetStreamFailureMode,5.601,2,2.801,2.015,3.586,0.617
host,acl,aclrtSynchronizeDeviceWithTimeout,22.35,2,11.175,6.819,15.531,18.975
host,acl,aclrtSynchronizeStream,32.698,2,16.349,4.474,28.224,141.016
host,node,launch,1336.758,2,668.379,615.774,720.984,2767.286
