Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,StatelessRandomNormalV3_Tiling,70.368,2,35.184,3.296,67.072,1016.845
host,acl,aclmdlRICaptureGetInfo,13.934,6,2.322,0.24,8.947,9.798
host,acl,aclnnInplaceNormal,1789.997,1,1789.997,1789.997,1789.997,0
host,acl,aclnnInplaceNormalGetWorkspaceSize,521513.32,1,521513.32,521513.32,521513.32,0
host,acl,aclrtBinaryLoadFromData,78.377,1,78.377,78.377,78.377,0
host,acl,aclrtCreateStreamWithConfig,2003.044,2,1001.522,902.762,1100.282,9753.538
host,acl,aclrtCtxGetSysParamOpt,11.065,8,1.383,0.307,6.385,3.784
host,acl,aclrtCtxSetSysParamOpt,3.067,2,1.534,0.758,2.309,0.601
host,acl,aclrtDestroyStreamForce,612.665,1,612.665,612.665,612.665,0
host,acl,aclrtFree,19.075,1,19.075,19.075,19.075,0
host,acl,aclrtGetCurrentContext,1.783,1,1.783,1.783,1.783,0
host,acl,aclrtGetDeviceCount,6.744,2,3.372,2.165,4.579,1.457
host,acl,aclrtGetResInCurrentThread,2.558,2,1.279,0.255,2.303,1.049
host,acl,aclrtGetStreamAttribute,2.975,1,2.975,2.975,2.975,0
host,acl,aclrtLaunchKernelWithHostArgs,53.135,1,53.135,53.135,53.135,0
host,acl,aclrtMemcpy,198.906,2,99.453,96.213,102.693,10.498
host,acl,aclrtResetDevice,6.063,1,6.063,6.063,6.063,0
host,acl,aclrtSetDevice,44.059,1,44.059,44.059,44.059,0
host,acl,aclrtSetOpExecuteTimeOutV2,1151.092,1,1151.092,1151.092,1151.092,0
host,acl,aclrtSetStreamFailureMode,13.348,2,6.674,2.262,11.086,19.466
host,acl,aclrtSynchronizeDeviceWithTimeout,24.378,2,12.189,8.394,15.984,14.402
host,acl,aclrtSynchronizeStream,25.006,2,12.503,4.856,20.15,58.477
host,node,launch,1374.618,2,687.309,551.823,822.795,18356.456
