Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
1,N/A,PLACE_HOLDER_SQE,65535,2,0.007,1788189955083162.036	,1788189955083162.043	
1,N/A,AICPU_D,65535,3,69.977,1788189955095231.288	,1788189955095301.265	
1,StatelessRandomNormalV3_1ea4bd0e3cd9df67072d9z7amgc9c583_high_performance_100,AI_VECTOR_CORE,61,4,9.872,1788189955620762.546	,1788189955620772.418	
1,_Z25softmax_tile_group_kernelPDhS_iiii,AI_CORE,61,5,5.026,1788189958483565.416	,1788189958483570.442	
1,N/A,PLACE_HOLDER_SQE,65535,6,0.007,1788189959392226.003	,1788189959392226.010	
