Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,StatelessRandomNormalV3_Tiling,65.074,2,32.537,3.305,61.769,854.51
host,acl,aclmdlRICaptureGetInfo,13.775,6,2.296,0.219,7.616,7.457
host,acl,aclnnInplaceNormal,1749.126,1,1749.126,1749.126,1749.126,0
host,acl,aclnnInplaceNormalGetWorkspaceSize,531406.559,1,531406.559,531406.559,531406.559,0
host,acl,aclrtBinaryLoadFromData,86.202,1,86.202,86.202,86.202,0
host,acl,aclrtCreateStreamWithConfig,2257.222,2,1128.611,1024.067,1233.155,10929.448
host,acl,aclrtCtxGetSysParamOpt,12.097,8,1.512,0.387,7.001,4.639
host,acl,aclrtCtxSetSysParamOpt,2.59,2,1.295,0.618,1.972,0.458
host,acl,aclrtDestroyStreamForce,630.477,1,630.477,630.477,630.477,0
host,acl,aclrtFree,16.886,1,16.886,16.886,16.886,0
host,acl,aclrtGetCurrentContext,1.784,1,1.784,1.784,1.784,0
host,acl,aclrtGetDeviceCount,7.044,2,3.522,2.189,4.855,1.777
host,acl,aclrtGetResInCurrentThread,2.504,2,1.252,0.198,2.306,1.111
host,acl,aclrtGetStreamAttribute,3.141,1,3.141,3.141,3.141,0
host,acl,aclrtLaunchKernelWithHostArgs,60.837,1,60.837,60.837,60.837,0
host,acl,aclrtMemcpy,204.444,2,102.222,84.984,119.46,297.149
host,acl,aclrtResetDevice,5.624,1,5.624,5.624,5.624,0
host,acl,aclrtSetDevice,51.235,1,51.235,51.235,51.235,0
host,acl,aclrtSetOpExecuteTimeOutV2,1154.873,1,1154.873,1154.873,1154.873,0
host,acl,aclrtSetStreamFailureMode,12.907,2,6.454,2.552,10.355,15.222
host,acl,aclrtSynchronizeDeviceWithTimeout,39.232,2,19.616,5.91,33.322,187.854
host,acl,aclrtSynchronizeStream,39.808,2,19.904,11.786,28.022,65.902
host,node,launch,1342.362,2,671.181,578.871,763.491,8521.136
