Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,StatelessRandomNormalV3_Tiling,71.551,2,35.775,3.847,67.704,1019.429
host,acl,aclmdlRICaptureGetInfo,19.372,6,3.229,0.251,12.854,20.418
host,acl,aclnnInplaceNormal,1864.023,1,1864.023,1864.023,1864.023,0
host,acl,aclnnInplaceNormalGetWorkspaceSize,617284.755,1,617284.755,617284.755,617284.755,0
host,acl,aclrtBinaryLoadFromData,79.065,1,79.065,79.065,79.065,0
host,acl,aclrtCreateStreamWithConfig,2124.564,2,1062.282,931.327,1193.237,17149.212
host,acl,aclrtCtxGetSysParamOpt,12.998,8,1.625,0.421,7.537,5.367
host,acl,aclrtCtxSetSysParamOpt,3.006,2,1.503,0.7,2.306,0.645
host,acl,aclrtDestroyStreamForce,792.812,1,792.812,792.812,792.812,0
host,acl,aclrtFree,22.153,1,22.153,22.153,22.153,0
host,acl,aclrtGetCurrentContext,1.925,1,1.925,1.925,1.925,0
host,acl,aclrtGetDeviceCount,12.307,2,6.153,2.197,10.11,15.654
host,acl,aclrtGetResInCurrentThread,2.59,2,1.295,0.203,2.387,1.192
host,acl,aclrtGetStreamAttribute,2.953,1,2.953,2.953,2.953,0
host,acl,aclrtLaunchKernelWithHostArgs,39.577,1,39.577,39.577,39.577,0
host,acl,aclrtMemcpy,90.775,2,45.388,42.999,47.776,5.705
host,acl,aclrtResetDevice,5.67,1,5.67,5.67,5.67,0
host,acl,aclrtSetDevice,51.773,1,51.773,51.773,51.773,0
host,acl,aclrtSetOpExecuteTimeOutV2,1148.467,1,1148.467,1148.467,1148.467,0
host,acl,aclrtSetStreamFailureMode,5.734,2,2.867,2.114,3.62,0.567
host,acl,aclrtSynchronizeDeviceWithTimeout,28.416,2,14.208,9.681,18.735,20.494
host,acl,aclrtSynchronizeStream,32.983,2,16.492,4.316,28.667,148.243
host,node,launch,3507.387,2,1753.694,742.541,2764.846,1022429.378
