Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,StatelessRandomNormalV3_Tiling,58.742,2,29.371,3.515,55.227,668.533
host,acl,aclmdlRICaptureGetInfo,14.518,6,2.42,0.205,9.576,11.169
host,acl,aclnnInplaceNormal,1691.137,1,1691.137,1691.137,1691.137,0
host,acl,aclnnInplaceNormalGetWorkspaceSize,525900.505,1,525900.505,525900.505,525900.505,0
host,acl,aclrtBinaryLoadFromData,77.041,1,77.041,77.041,77.041,0
host,acl,aclrtCreateStreamWithConfig,3023.846,2,1511.923,1177.173,1846.673,112057.563
host,acl,aclrtCtxGetSysParamOpt,11.247,8,1.406,0.301,6.923,4.497
host,acl,aclrtCtxSetSysParamOpt,2.841,2,1.42,0.706,2.135,0.511
host,acl,aclrtDestroyStreamForce,590.878,1,590.878,590.878,590.878,0
host,acl,aclrtFree,17.748,1,17.748,17.748,17.748,0
host,acl,aclrtGetCurrentContext,1.671,1,1.671,1.671,1.671,0
host,acl,aclrtGetDeviceCount,7.506,2,3.753,2.838,4.668,0.837
host,acl,aclrtGetResInCurrentThread,2.409,2,1.205,0.207,2.202,0.995
host,acl,aclrtGetStreamAttribute,2.876,1,2.876,2.876,2.876,0
host,acl,aclrtLaunchKernelWithHostArgs,54.715,1,54.715,54.715,54.715,0
host,acl,aclrtMemcpy,181.677,2,90.839,90.192,91.485,0.418
host,acl,aclrtResetDevice,5.016,1,5.016,5.016,5.016,0
host,acl,aclrtSetDevice,50.166,1,50.166,50.166,50.166,0
host,acl,aclrtSetOpExecuteTimeOutV2,1148.005,1,1148.005,1148.005,1148.005,0
host,acl,aclrtSetStreamFailureMode,12.86,2,6.43,2.294,10.566,17.106
host,acl,aclrtSynchronizeDeviceWithTimeout,28.232,2,14.116,7.228,21.004,47.445
host,acl,aclrtSynchronizeStream,25.462,2,12.731,7.079,18.383,31.945
host,node,launch,1294.375,2,647.188,569.152,725.223,6089.539
