Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,StatelessRandomNormalV3_Tiling,66.224,2,33.112,3.152,63.072,897.602
host,acl,aclmdlRICaptureGetInfo,13.463,6,2.244,0.197,8.179,8.24
host,acl,aclnnInplaceNormal,1754.721,1,1754.721,1754.721,1754.721,0
host,acl,aclnnInplaceNormalGetWorkspaceSize,534916.1,1,534916.1,534916.1,534916.1,0
host,acl,aclrtBinaryLoadFromData,70.085,1,70.085,70.085,70.085,0
host,acl,aclrtCreateStreamWithConfig,2474.066,2,1237.033,1125.48,1348.586,12444.072
host,acl,aclrtCtxGetSysParamOpt,11.385,8,1.423,0.319,6.817,4.318
host,acl,aclrtCtxSetSysParamOpt,2.837,2,1.418,0.655,2.182,0.583
host,acl,aclrtDestroyStreamForce,596.611,1,596.611,596.611,596.611,0
host,acl,aclrtFree,14.906,1,14.906,14.906,14.906,0
host,acl,aclrtGetCurrentContext,1.9,1,1.9,1.9,1.9,0
host,acl,aclrtGetDeviceCount,6.456,2,3.228,2.106,4.35,1.259
host,acl,aclrtGetResInCurrentThread,2.305,2,1.153,0.197,2.108,0.913
host,acl,aclrtGetStreamAttribute,3.204,1,3.204,3.204,3.204,0
host,acl,aclrtLaunchKernelWithHostArgs,78.609,1,78.609,78.609,78.609,0
host,acl,aclrtMemcpy,200.196,2,100.098,99.349,100.847,0.561
host,acl,aclrtResetDevice,5.177,1,5.177,5.177,5.177,0
host,acl,aclrtSetDevice,46.924,1,46.924,46.924,46.924,0
host,acl,aclrtSetOpExecuteTimeOutV2,1157.222,1,1157.222,1157.222,1157.222,0
host,acl,aclrtSetStreamFailureMode,13.018,2,6.509,2.098,10.92,19.457
host,acl,aclrtSynchronizeDeviceWithTimeout,22.723,2,11.362,6.769,15.954,21.091
host,acl,aclrtSynchronizeStream,24.849,2,12.425,4.861,19.988,57.207
host,node,launch,1298.387,2,649.194,517.246,781.141,17410.143
