Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,StatelessRandomNormalV3_Tiling,64.507,2,32.254,3.167,61.34,846.024
host,acl,aclmdlRICaptureGetInfo,14.097,6,2.35,0.218,8.075,8.315
host,acl,aclnnInplaceNormal,1690.33,1,1690.33,1690.33,1690.33,0
host,acl,aclnnInplaceNormalGetWorkspaceSize,521212.127,1,521212.127,521212.127,521212.127,0
host,acl,aclrtBinaryLoadFromData,76.801,1,76.801,76.801,76.801,0
host,acl,aclrtCreateStreamWithConfig,2059.666,2,1029.833,957.797,1101.869,5189.185
host,acl,aclrtCtxGetSysParamOpt,11.818,8,1.477,0.321,6.874,4.445
host,acl,aclrtCtxSetSysParamOpt,3.203,2,1.602,0.804,2.399,0.636
host,acl,aclrtDestroyStreamForce,697.447,1,697.447,697.447,697.447,0
host,acl,aclrtFree,29.849,1,29.849,29.849,29.849,0
host,acl,aclrtGetCurrentContext,1.775,1,1.775,1.775,1.775,0
host,acl,aclrtGetDeviceCount,6.395,2,3.198,1.968,4.427,1.512
host,acl,aclrtGetResInCurrentThread,2.712,2,1.356,0.247,2.465,1.23
host,acl,aclrtGetStreamAttribute,3.314,1,3.314,3.314,3.314,0
host,acl,aclrtLaunchKernelWithHostArgs,52.359,1,52.359,52.359,52.359,0
host,acl,aclrtMemcpy,202.657,2,101.328,94.232,108.425,50.36
host,acl,aclrtResetDevice,5.696,1,5.696,5.696,5.696,0
host,acl,aclrtSetDevice,42.823,1,42.823,42.823,42.823,0
host,acl,aclrtSetOpExecuteTimeOutV2,1151.516,1,1151.516,1151.516,1151.516,0
host,acl,aclrtSetStreamFailureMode,5.893,2,2.947,2.174,3.719,0.597
host,acl,aclrtSynchronizeDeviceWithTimeout,35.891,2,17.946,8.728,27.163,84.962
host,acl,aclrtSynchronizeStream,31.905,2,15.953,4.705,27.2,126.506
host,node,launch,1272.297,2,636.149,552.193,720.104,7048.526
