Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,StatelessRandomNormalV3_Tiling,64.11,2,32.055,3.385,60.725,821.969
host,acl,aclmdlRICaptureGetInfo,13.424,6,2.237,0.254,7.542,6.979
host,acl,aclnnInplaceNormal,1697.081,1,1697.081,1697.081,1697.081,0
host,acl,aclnnInplaceNormalGetWorkspaceSize,523127.552,1,523127.552,523127.552,523127.552,0
host,acl,aclrtBinaryLoadFromData,84.673,1,84.673,84.673,84.673,0
host,acl,aclrtCreateStreamWithConfig,2438.909,2,1219.454,1134.176,1304.733,7272.423
host,acl,aclrtCtxGetSysParamOpt,11.513,8,1.439,0.408,6.726,4.141
host,acl,aclrtCtxSetSysParamOpt,2.656,2,1.328,0.708,1.948,0.384
host,acl,aclrtDestroyStreamForce,576.94,1,576.94,576.94,576.94,0
host,acl,aclrtFree,15.756,1,15.756,15.756,15.756,0
host,acl,aclrtGetCurrentContext,1.97,1,1.97,1.97,1.97,0
host,acl,aclrtGetDeviceCount,4.233,2,2.117,2.003,2.23,0.013
host,acl,aclrtGetResInCurrentThread,2.155,2,1.078,0.277,1.878,0.641
host,acl,aclrtGetStreamAttribute,2.598,1,2.598,2.598,2.598,0
host,acl,aclrtLaunchKernelWithHostArgs,58.017,1,58.017,58.017,58.017,0
host,acl,aclrtMemcpy,236.502,2,118.251,109.995,126.507,68.162
host,acl,aclrtResetDevice,4.752,1,4.752,4.752,4.752,0
host,acl,aclrtSetDevice,42.769,1,42.769,42.769,42.769,0
host,acl,aclrtSetOpExecuteTimeOutV2,1146.285,1,1146.285,1146.285,1146.285,0
host,acl,aclrtSetStreamFailureMode,12.811,2,6.406,2.003,10.808,19.382
host,acl,aclrtSynchronizeDeviceWithTimeout,21.874,2,10.937,6.501,15.373,19.678
host,acl,aclrtSynchronizeStream,30.083,2,15.042,4.348,25.735,114.351
host,node,launch,1270.907,2,635.454,556.289,714.618,6267.018
