Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,StatelessRandomNormalV3_Tiling,62.502,2,31.251,3.139,59.363,790.285
host,acl,aclmdlRICaptureGetInfo,14.203,6,2.367,0.22,8.17,8.498
host,acl,aclnnInplaceNormal,1681.389,1,1681.389,1681.389,1681.389,0
host,acl,aclnnInplaceNormalGetWorkspaceSize,534134.977,1,534134.977,534134.977,534134.977,0
host,acl,aclrtBinaryLoadFromData,69.333,1,69.333,69.333,69.333,0
host,acl,aclrtCreateStreamWithConfig,2117.792,2,1058.896,921.302,1196.49,18932.109
host,acl,aclrtCtxGetSysParamOpt,11.995,8,1.499,0.412,6.993,4.49
host,acl,aclrtCtxSetSysParamOpt,3.137,2,1.569,0.669,2.468,0.809
host,acl,aclrtDestroyStreamForce,572.003,1,572.003,572.003,572.003,0
host,acl,aclrtFree,16.822,1,16.822,16.822,16.822,0
host,acl,aclrtGetCurrentContext,1.913,1,1.913,1.913,1.913,0
host,acl,aclrtGetDeviceCount,6.892,2,3.446,2.063,4.829,1.913
host,acl,aclrtGetResInCurrentThread,2.654,2,1.327,0.199,2.455,1.272
host,acl,aclrtGetStreamAttribute,2.117,1,2.117,2.117,2.117,0
host,acl,aclrtLaunchKernelWithHostArgs,50.164,1,50.164,50.164,50.164,0
host,acl,aclrtMemcpy,241.667,2,120.834,111.689,129.978,83.622
host,acl,aclrtResetDevice,5.663,1,5.663,5.663,5.663,0
host,acl,aclrtSetDevice,52.78,1,52.78,52.78,52.78,0
host,acl,aclrtSetOpExecuteTimeOutV2,1153.339,1,1153.339,1153.339,1153.339,0
host,acl,aclrtSetStreamFailureMode,13.344,2,6.672,2.044,11.3,21.418
host,acl,aclrtSynchronizeDeviceWithTimeout,19.978,2,9.989,6.828,13.15,9.992
host,acl,aclrtSynchronizeStream,26.138,2,13.069,6.216,19.922,46.964
host,node,launch,1410.548,2,705.274,698.822,711.726,41.628
