Device_id,OP Type,Core Type,Count,Total Time(us),Min Time(us),Avg Time(us),Max Time(us),Ratio(%)
1,StatelessRandomNormalV3,AI_VECTOR_CORE,1,8.723,8.723,8.723,8.723,58.258
1,_Z25softmax_tile_group_kernelPDhS_iiii,AI_CORE,1,6.25,6.25,6.25,6.25,41.742
