Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,StatelessRandomNormalV3_Tiling,69.33,2,34.665,5.135,64.195,872.021
host,acl,aclmdlRICaptureGetInfo,15.663,6,2.611,0.245,9.681,11.653
host,acl,aclnnInplaceNormal,3131.118,1,3131.118,3131.118,3131.118,0
host,acl,aclnnInplaceNormalGetWorkspaceSize,532823.655,1,532823.655,532823.655,532823.655,0
host,acl,aclrtBinaryLoadFromData,97.587,1,97.587,97.587,97.587,0
host,acl,aclrtCreateStreamWithConfig,2092.951,2,1046.476,910.058,1182.893,18609.734
host,acl,aclrtCtxGetSysParamOpt,9.149,8,1.144,0.364,4.389,1.736
host,acl,aclrtCtxSetSysParamOpt,2.569,2,1.285,0.534,2.035,0.563
host,acl,aclrtDestroyStreamForce,620.205,1,620.205,620.205,620.205,0
host,acl,aclrtFree,16.933,1,16.933,16.933,16.933,0
host,acl,aclrtGetCurrentContext,1.798,1,1.798,1.798,1.798,0
host,acl,aclrtGetDeviceCount,5.793,2,2.897,2.031,3.762,0.749
host,acl,aclrtGetResInCurrentThread,2.403,2,1.202,0.25,2.153,0.905
host,acl,aclrtGetStreamAttribute,3.329,1,3.329,3.329,3.329,0
host,acl,aclrtLaunchKernelWithHostArgs,76.723,1,76.723,76.723,76.723,0
host,acl,aclrtMemcpy,261.137,2,130.569,121.198,139.939,87.806
host,acl,aclrtResetDevice,5.909,1,5.909,5.909,5.909,0
host,acl,aclrtSetDevice,40.976,1,40.976,40.976,40.976,0
host,acl,aclrtSetOpExecuteTimeOutV2,1148.179,1,1148.179,1148.179,1148.179,0
host,acl,aclrtSetStreamFailureMode,13.968,2,6.984,2.203,11.765,22.858
host,acl,aclrtSynchronizeDeviceWithTimeout,24.263,2,12.131,8.295,15.968,14.719
host,acl,aclrtSynchronizeStream,29.542,2,14.771,6.788,22.754,63.728
host,node,launch,2402.201,2,1201.101,576.447,1825.754,390191.995
