Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,StatelessRandomNormalV3_Tiling,64.945,2,32.472,3.292,61.653,851.502
host,acl,aclmdlRICaptureGetInfo,14.875,6,2.479,0.219,8.034,8.153
host,acl,aclnnInplaceNormal,1735.997,1,1735.997,1735.997,1735.997,0
host,acl,aclnnInplaceNormalGetWorkspaceSize,517259.223,1,517259.223,517259.223,517259.223,0
host,acl,aclrtBinaryLoadFromData,83.557,1,83.557,83.557,83.557,0
host,acl,aclrtCreateStreamWithConfig,2062.923,2,1031.462,938.195,1124.728,8698.64
host,acl,aclrtCtxGetSysParamOpt,15.253,8,1.907,0.491,8.49,6.615
host,acl,aclrtCtxSetSysParamOpt,3.324,2,1.662,0.833,2.491,0.687
host,acl,aclrtDestroyStreamForce,595.058,1,595.058,595.058,595.058,0
host,acl,aclrtFree,17.287,1,17.287,17.287,17.287,0
host,acl,aclrtGetCurrentContext,2.183,1,2.183,2.183,2.183,0
host,acl,aclrtGetDeviceCount,6.915,2,3.457,2.062,4.853,1.947
host,acl,aclrtGetResInCurrentThread,2.515,2,1.257,0.236,2.279,1.043
host,acl,aclrtGetStreamAttribute,2.912,1,2.912,2.912,2.912,0
host,acl,aclrtLaunchKernelWithHostArgs,50.231,1,50.231,50.231,50.231,0
host,acl,aclrtMemcpy,99.756,2,49.878,49.615,50.141,0.069
host,acl,aclrtResetDevice,5.608,1,5.608,5.608,5.608,0
host,acl,aclrtSetDevice,42.464,1,42.464,42.464,42.464,0
host,acl,aclrtSetOpExecuteTimeOutV2,1150.783,1,1150.783,1150.783,1150.783,0
host,acl,aclrtSetStreamFailureMode,6.417,2,3.209,2.457,3.96,0.565
host,acl,aclrtSynchronizeDeviceWithTimeout,38.578,2,19.289,9.31,29.268,99.58
host,acl,aclrtSynchronizeStream,33.917,2,16.959,5.26,28.657,136.855
host,node,launch,1340.225,2,670.113,567.059,773.166,10620.024
