Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,StatelessRandomNormalV3_Tiling,65.434,2,32.717,4.178,61.256,814.475
host,acl,aclmdlRICaptureGetInfo,15.648,6,2.608,0.214,9.505,10.973
host,acl,aclnnInplaceNormal,2168.302,1,2168.302,2168.302,2168.302,0
host,acl,aclnnInplaceNormalGetWorkspaceSize,544439.265,1,544439.265,544439.265,544439.265,0
host,acl,aclrtBinaryLoadFromData,112.155,1,112.155,112.155,112.155,0
host,acl,aclrtCreateStreamWithConfig,2376.217,2,1188.108,1095.078,1281.139,8654.674
host,acl,aclrtCtxGetSysParamOpt,11.72,8,1.465,0.372,6.935,4.496
host,acl,aclrtCtxSetSysParamOpt,3.322,2,1.661,0.609,2.713,1.107
host,acl,aclrtDestroyStreamForce,578.062,1,578.062,578.062,578.062,0
host,acl,aclrtFree,15.407,1,15.407,15.407,15.407,0
host,acl,aclrtGetCurrentContext,1.917,1,1.917,1.917,1.917,0
host,acl,aclrtGetDeviceCount,6.935,2,3.468,2.855,4.08,0.375
host,acl,aclrtGetResInCurrentThread,2.251,2,1.126,0.266,1.985,0.739
host,acl,aclrtGetStreamAttribute,3.699,1,3.699,3.699,3.699,0
host,acl,aclrtLaunchKernelWithHostArgs,67.833,1,67.833,67.833,67.833,0
host,acl,aclrtMemcpy,100.189,2,50.095,50.066,50.123,0.001
host,acl,aclrtResetDevice,4.774,1,4.774,4.774,4.774,0
host,acl,aclrtSetDevice,66.065,1,66.065,66.065,66.065,0
host,acl,aclrtSetOpExecuteTimeOutV2,1155.497,1,1155.497,1155.497,1155.497,0
host,acl,aclrtSetStreamFailureMode,6.752,2,3.376,2.957,3.795,0.176
host,acl,aclrtSynchronizeDeviceWithTimeout,33.731,2,16.866,7.838,25.893,81.496
host,acl,aclrtSynchronizeStream,35.618,2,17.809,4.554,31.064,175.695
host,node,launch,1393.788,2,696.894,541.808,851.98,24051.667
