Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,StatelessRandomNormalV3_Tiling,106.875,2,53.438,3.664,103.211,2477.401
host,acl,aclmdlRICaptureGetInfo,16.096,6,2.683,0.199,8.994,10.155
host,acl,aclnnInplaceNormal,1918.298,1,1918.298,1918.298,1918.298,0
host,acl,aclnnInplaceNormalGetWorkspaceSize,621978.963,1,621978.963,621978.963,621978.963,0
host,acl,aclrtBinaryLoadFromData,81.693,1,81.693,81.693,81.693,0
host,acl,aclrtCreateStreamWithConfig,2140.081,2,1070.041,1029.534,1110.547,1640.777
host,acl,aclrtCtxGetSysParamOpt,21.344,8,2.668,0.337,10.144,14.848
host,acl,aclrtCtxSetSysParamOpt,3.212,2,1.606,0.766,2.446,0.706
host,acl,aclrtDestroyStreamForce,679.502,1,679.502,679.502,679.502,0
host,acl,aclrtFree,21.427,1,21.427,21.427,21.427,0
host,acl,aclrtGetCurrentContext,8.651,1,8.651,8.651,8.651,0
host,acl,aclrtGetDeviceCount,10.346,2,5.173,5.068,5.278,0.011
host,acl,aclrtGetResInCurrentThread,2.53,2,1.265,0.269,2.261,0.992
host,acl,aclrtGetStreamAttribute,2.946,1,2.946,2.946,2.946,0
host,acl,aclrtLaunchKernelWithHostArgs,67.397,1,67.397,67.397,67.397,0
host,acl,aclrtMemcpy,152.685,2,76.343,59.317,93.368,289.868
host,acl,aclrtResetDevice,6.745,1,6.745,6.745,6.745,0
host,acl,aclrtSetDevice,43.887,1,43.887,43.887,43.887,0
host,acl,aclrtSetOpExecuteTimeOutV2,1156.139,1,1156.139,1156.139,1156.139,0
host,acl,aclrtSetStreamFailureMode,13.371,2,6.686,2.321,11.05,19.049
host,acl,aclrtSynchronizeDeviceWithTimeout,24.204,2,12.102,9.233,14.971,8.231
host,acl,aclrtSynchronizeStream,38.195,2,19.098,6.487,31.708,159.025
host,node,launch,1366.506,2,683.253,582.976,783.53,10055.477
