Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,StatelessRandomNormalV3_Tiling,63.707,2,31.854,3.584,60.123,799.165
host,acl,aclmdlRICaptureGetInfo,16.199,6,2.7,0.213,10.116,12.584
host,acl,aclnnInplaceNormal,1676.8,1,1676.8,1676.8,1676.8,0
host,acl,aclnnInplaceNormalGetWorkspaceSize,514101.146,1,514101.146,514101.146,514101.146,0
host,acl,aclrtBinaryLoadFromData,86.6,1,86.6,86.6,86.6,0
host,acl,aclrtCreateStreamWithConfig,2022.381,2,1011.19,913.332,1109.049,9576.286
host,acl,aclrtCtxGetSysParamOpt,9.896,8,1.237,0.313,5.485,2.772
host,acl,aclrtCtxSetSysParamOpt,3.659,2,1.83,0.992,2.667,0.701
host,acl,aclrtDestroyStreamForce,573.33,1,573.33,573.33,573.33,0
host,acl,aclrtFree,15.317,1,15.317,15.317,15.317,0
host,acl,aclrtGetCurrentContext,1.571,1,1.571,1.571,1.571,0
host,acl,aclrtGetDeviceCount,6.495,2,3.248,1.989,4.506,1.584
host,acl,aclrtGetResInCurrentThread,2.108,2,1.054,0.237,1.871,0.667
host,acl,aclrtGetStreamAttribute,2.844,1,2.844,2.844,2.844,0
host,acl,aclrtLaunchKernelWithHostArgs,57.339,1,57.339,57.339,57.339,0
host,acl,aclrtMemcpy,94.108,2,47.054,46.711,47.397,0.118
host,acl,aclrtResetDevice,5.334,1,5.334,5.334,5.334,0
host,acl,aclrtSetDevice,44.226,1,44.226,44.226,44.226,0
host,acl,aclrtSetOpExecuteTimeOutV2,1149.821,1,1149.821,1149.821,1149.821,0
host,acl,aclrtSetStreamFailureMode,13.421,2,6.711,3.066,10.355,13.282
host,acl,aclrtSynchronizeDeviceWithTimeout,34.834,2,17.417,7.36,27.474,101.143
host,acl,aclrtSynchronizeStream,32.384,2,16.192,4.279,28.105,141.92
host,node,launch,1242.157,2,621.079,536.305,705.852,7186.546
