Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,StatelessRandomNormalV3_Tiling,64.567,2,32.284,3.233,61.334,843.932
host,acl,aclmdlRICaptureGetInfo,14.406,6,2.401,0.219,7.564,7.968
host,acl,aclnnInplaceNormal,1737.471,1,1737.471,1737.471,1737.471,0
host,acl,aclnnInplaceNormalGetWorkspaceSize,534531.76,1,534531.76,534531.76,534531.76,0
host,acl,aclrtBinaryLoadFromData,90.512,1,90.512,90.512,90.512,0
host,acl,aclrtCreateStreamWithConfig,2103.82,2,1051.91,1009.11,1094.71,1831.84
host,acl,aclrtCtxGetSysParamOpt,11.453,8,1.432,0.37,7.155,4.849
host,acl,aclrtCtxSetSysParamOpt,2.817,2,1.409,0.577,2.24,0.691
host,acl,aclrtDestroyStreamForce,731.365,1,731.365,731.365,731.365,0
host,acl,aclrtFree,20.211,1,20.211,20.211,20.211,0
host,acl,aclrtGetCurrentContext,1.884,1,1.884,1.884,1.884,0
host,acl,aclrtGetDeviceCount,6.668,2,3.334,1.784,4.884,2.403
host,acl,aclrtGetResInCurrentThread,2.432,2,1.216,0.225,2.207,0.982
host,acl,aclrtGetStreamAttribute,3.502,1,3.502,3.502,3.502,0
host,acl,aclrtLaunchKernelWithHostArgs,51.615,1,51.615,51.615,51.615,0
host,acl,aclrtMemcpy,200.993,2,100.497,47.558,153.435,2802.485
host,acl,aclrtResetDevice,7.596,1,7.596,7.596,7.596,0
host,acl,aclrtSetDevice,40.002,1,40.002,40.002,40.002,0
host,acl,aclrtSetOpExecuteTimeOutV2,1146.247,1,1146.247,1146.247,1146.247,0
host,acl,aclrtSetStreamFailureMode,5.807,2,2.904,2.091,3.716,0.66
host,acl,aclrtSynchronizeDeviceWithTimeout,37.326,2,18.663,10.209,27.117,71.47
host,acl,aclrtSynchronizeStream,56.952,2,28.476,27.231,29.721,1.55
host,node,launch,1262.523,2,631.262,548.11,714.413,6914.172
