Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,StatelessRandomNormalV3_Tiling,75.56,2,37.78,4.98,70.58,1075.84
host,acl,aclmdlRICaptureGetInfo,13.418,6,2.236,0.228,7.504,7.094
host,acl,aclnnInplaceNormal,1797.269,1,1797.269,1797.269,1797.269,0
host,acl,aclnnInplaceNormalGetWorkspaceSize,520217.984,1,520217.984,520217.984,520217.984,0
host,acl,aclrtBinaryLoadFromData,68.913,1,68.913,68.913,68.913,0
host,acl,aclrtCreateStreamWithConfig,2179.214,2,1089.607,987.705,1191.509,10384.018
host,acl,aclrtCtxGetSysParamOpt,9.881,8,1.235,0.38,5.38,2.615
host,acl,aclrtCtxSetSysParamOpt,2.94,2,1.47,0.643,2.297,0.684
host,acl,aclrtDestroyStreamForce,609.05,1,609.05,609.05,609.05,0
host,acl,aclrtFree,21.211,1,21.211,21.211,21.211,0
host,acl,aclrtGetCurrentContext,2.058,1,2.058,2.058,2.058,0
host,acl,aclrtGetDeviceCount,6.909,2,3.455,2.077,4.832,1.898
host,acl,aclrtGetResInCurrentThread,2.897,2,1.449,0.288,2.609,1.347
host,acl,aclrtGetStreamAttribute,2.808,1,2.808,2.808,2.808,0
host,acl,aclrtLaunchKernelWithHostArgs,59.208,1,59.208,59.208,59.208,0
host,acl,aclrtMemcpy,156.233,2,78.117,55.68,100.553,503.397
host,acl,aclrtResetDevice,5.542,1,5.542,5.542,5.542,0
host,acl,aclrtSetDevice,40.745,1,40.745,40.745,40.745,0
host,acl,aclrtSetOpExecuteTimeOutV2,1155.744,1,1155.744,1155.744,1155.744,0
host,acl,aclrtSetStreamFailureMode,12.532,2,6.266,2.152,10.38,16.925
host,acl,aclrtSynchronizeDeviceWithTimeout,35.181,2,17.591,9.935,25.246,58.607
host,acl,aclrtSynchronizeStream,26.412,2,13.206,4.606,21.806,73.96
host,node,launch,1417.502,2,708.751,572.041,845.461,18689.624
