Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,StatelessRandomNormalV3_Tiling,64.684,2,32.342,3.299,61.385,843.496
host,acl,aclmdlRICaptureGetInfo,13.724,6,2.287,0.381,7.476,6.997
host,acl,aclnnInplaceNormal,1669.623,1,1669.623,1669.623,1669.623,0
host,acl,aclnnInplaceNormalGetWorkspaceSize,540578.701,1,540578.701,540578.701,540578.701,0
host,acl,aclrtBinaryLoadFromData,82.827,1,82.827,82.827,82.827,0
host,acl,aclrtCreateStreamWithConfig,2214.27,2,1107.135,1051.24,1163.03,3124.251
host,acl,aclrtCtxGetSysParamOpt,12.046,8,1.506,0.377,7.337,5.077
host,acl,aclrtCtxSetSysParamOpt,2.912,2,1.456,0.771,2.141,0.469
host,acl,aclrtDestroyStreamForce,565.632,1,565.632,565.632,565.632,0
host,acl,aclrtFree,15.178,1,15.178,15.178,15.178,0
host,acl,aclrtGetCurrentContext,2.669,1,2.669,2.669,2.669,0
host,acl,aclrtGetDeviceCount,7.004,2,3.502,2.281,4.723,1.491
host,acl,aclrtGetResInCurrentThread,2.352,2,1.176,0.193,2.159,0.966
host,acl,aclrtGetStreamAttribute,3.253,1,3.253,3.253,3.253,0
host,acl,aclrtLaunchKernelWithHostArgs,49.195,1,49.195,49.195,49.195,0
host,acl,aclrtMemcpy,81.639,2,40.82,36.64,44.999,17.468
host,acl,aclrtResetDevice,5.801,1,5.801,5.801,5.801,0
host,acl,aclrtSetDevice,42.341,1,42.341,42.341,42.341,0
host,acl,aclrtSetOpExecuteTimeOutV2,1144.823,1,1144.823,1144.823,1144.823,0
host,acl,aclrtSetStreamFailureMode,6.206,2,3.103,2.715,3.491,0.151
host,acl,aclrtSynchronizeDeviceWithTimeout,19.391,2,9.696,6.979,12.412,7.379
host,acl,aclrtSynchronizeStream,31.627,2,15.814,3.766,27.861,145.142
host,node,launch,1240.056,2,620.028,544.793,695.263,5660.305
