Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
1,N/A,PLACE_HOLDER_SQE,65535,2,0.007,1788188783573509.210	,1788188783573509.217	
1,N/A,AICPU_D,65535,3,64.139,1788188783585904.053	,1788188783585968.192	
1,StatelessRandomNormalV3_1ea4bd0e3cd9df67072d9z7amgc9c583_high_performance_100,AI_VECTOR_CORE,61,4,6.234,1788188784134053.757	,1788188784134059.991	
1,_Z25softmax_tile_group_kernelPDhS_iiii,AI_CORE,61,5,3.273,1788188786950747.244	,1788188786950750.517	
1,N/A,PLACE_HOLDER_SQE,65535,6,0.007,1788188787379254.897	,1788188787379254.904	
