Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,StatelessRandomNormalV3_Tiling,63.013,2,31.507,3.387,59.626,790.706
host,acl,aclmdlRICaptureGetInfo,14.52,6,2.42,0.251,8.066,8.234
host,acl,aclnnInplaceNormal,3281.646,1,3281.646,3281.646,3281.646,0
host,acl,aclnnInplaceNormalGetWorkspaceSize,529980.509,1,529980.509,529980.509,529980.509,0
host,acl,aclrtBinaryLoadFromData,78.245,1,78.245,78.245,78.245,0
host,acl,aclrtCreateStreamWithConfig,1990.312,2,995.156,878.462,1111.85,13617.49
host,acl,aclrtCtxGetSysParamOpt,11.492,8,1.437,0.351,6.765,4.25
host,acl,aclrtCtxSetSysParamOpt,2.722,2,1.361,0.558,2.164,0.645
host,acl,aclrtDestroyStreamForce,576.404,1,576.404,576.404,576.404,0
host,acl,aclrtFree,16.068,1,16.068,16.068,16.068,0
host,acl,aclrtGetCurrentContext,8.199,1,8.199,8.199,8.199,0
host,acl,aclrtGetDeviceCount,6.935,2,3.468,2.195,4.74,1.619
host,acl,aclrtGetResInCurrentThread,2.37,2,1.185,0.211,2.159,0.949
host,acl,aclrtGetStreamAttribute,2.811,1,2.811,2.811,2.811,0
host,acl,aclrtLaunchKernelWithHostArgs,55.13,1,55.13,55.13,55.13,0
host,acl,aclrtMemcpy,105.205,2,52.603,51.076,54.129,2.33
host,acl,aclrtResetDevice,5.345,1,5.345,5.345,5.345,0
host,acl,aclrtSetDevice,45.707,1,45.707,45.707,45.707,0
host,acl,aclrtSetOpExecuteTimeOutV2,1156.424,1,1156.424,1156.424,1156.424,0
host,acl,aclrtSetStreamFailureMode,12.61,2,6.305,2.12,10.49,17.514
host,acl,aclrtSynchronizeDeviceWithTimeout,18.554,2,9.277,6.213,12.341,9.388
host,acl,aclrtSynchronizeStream,38.646,2,19.323,5.427,33.219,193.099
host,node,launch,2859,2,1429.5,555.958,2303.042,763075.626
