Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,StatelessRandomNormalV3_Tiling,60.866,2,30.433,3.041,57.825,750.322
host,acl,aclmdlRICaptureGetInfo,12.975,6,2.163,0.262,7.461,6.77
host,acl,aclnnInplaceNormal,1643.18,1,1643.18,1643.18,1643.18,0
host,acl,aclnnInplaceNormalGetWorkspaceSize,523800.479,1,523800.479,523800.479,523800.479,0
host,acl,aclrtBinaryLoadFromData,78.492,1,78.492,78.492,78.492,0
host,acl,aclrtCreateStreamWithConfig,1963.395,2,981.698,873.779,1089.616,11646.403
host,acl,aclrtCtxGetSysParamOpt,9.575,8,1.197,0.336,5.334,2.584
host,acl,aclrtCtxSetSysParamOpt,2.811,2,1.406,0.651,2.16,0.569
host,acl,aclrtDestroyStreamForce,572.175,1,572.175,572.175,572.175,0
host,acl,aclrtFree,15.258,1,15.258,15.258,15.258,0
host,acl,aclrtGetCurrentContext,1.617,1,1.617,1.617,1.617,0
host,acl,aclrtGetDeviceCount,6.948,2,3.474,2.106,4.842,1.871
host,acl,aclrtGetResInCurrentThread,2.474,2,1.237,0.241,2.233,0.992
host,acl,aclrtGetStreamAttribute,3.204,1,3.204,3.204,3.204,0
host,acl,aclrtLaunchKernelWithHostArgs,57.056,1,57.056,57.056,57.056,0
host,acl,aclrtMemcpy,104.273,2,52.137,46.545,57.728,31.265
host,acl,aclrtResetDevice,5.101,1,5.101,5.101,5.101,0
host,acl,aclrtSetDevice,42.506,1,42.506,42.506,42.506,0
host,acl,aclrtSetOpExecuteTimeOutV2,1150.895,1,1150.895,1150.895,1150.895,0
host,acl,aclrtSetStreamFailureMode,12.773,2,6.387,1.959,10.814,19.603
host,acl,aclrtSynchronizeDeviceWithTimeout,34.449,2,17.225,7.753,26.696,89.709
host,acl,aclrtSynchronizeStream,31.177,2,15.589,4.284,26.893,127.792
host,node,launch,1243.001,2,621.501,545.856,697.145,5722.09
