Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
1,N/A,PLACE_HOLDER_SQE,65535,2,0.007,1788185903630747.308	,1788185903630747.315	
1,N/A,AICPU_D,65535,3,70.437,1788185903641924.053	,1788185903641994.490	
1,StatelessRandomNormalV3_1ea4bd0e3cd9df67072d9z7amgc9c583_high_performance_100,AI_VECTOR_CORE,62,4,6.010,1788185904190011.956	,1788185904190017.966	
1,_Z25softmax_tile_group_kernelPDhS_iiii,AI_CORE,62,5,4.637,1788185906963978.349	,1788185906963982.986	
1,N/A,PLACE_HOLDER_SQE,65535,6,0.007,1788185907312830.585	,1788185907312830.592	
