Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
1,N/A,PLACE_HOLDER_SQE,65535,2,0.007,1788185829549704.611	,1788185829549704.618	
1,N/A,AICPU_D,65535,3,62.949,1788185829561857.205	,1788185829561920.154	
1,StatelessRandomNormalV3_1ea4bd0e3cd9df67072d9z7amgc9c583_high_performance_100,AI_VECTOR_CORE,61,4,5.973,1788185830098369.803	,1788185830098375.776	
1,_Z25softmax_tile_group_kernelPDhS_iiii,AI_CORE,61,5,4.003,1788185832849356.898	,1788185832849360.901	
1,N/A,PLACE_HOLDER_SQE,65535,6,0.007,1788185833184444.554	,1788185833184444.561	
