Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,StatelessRandomNormalV3_Tiling,70.971,2,35.485,3.487,67.484,1023.904
host,acl,aclmdlRICaptureGetInfo,16.476,6,2.746,0.233,9.79,11.6
host,acl,aclnnInplaceNormal,1670.675,1,1670.675,1670.675,1670.675,0
host,acl,aclnnInplaceNormalGetWorkspaceSize,549415.847,1,549415.847,549415.847,549415.847,0
host,acl,aclrtBinaryLoadFromData,87.832,1,87.832,87.832,87.832,0
host,acl,aclrtCreateStreamWithConfig,2597.407,2,1298.704,1114.723,1482.684,33848.824
host,acl,aclrtCtxGetSysParamOpt,13.361,8,1.67,0.372,7.708,5.562
host,acl,aclrtCtxSetSysParamOpt,2.792,2,1.396,0.63,2.162,0.587
host,acl,aclrtDestroyStreamForce,596.588,1,596.588,596.588,596.588,0
host,acl,aclrtFree,16.164,1,16.164,16.164,16.164,0
host,acl,aclrtGetCurrentContext,1.994,1,1.994,1.994,1.994,0
host,acl,aclrtGetDeviceCount,6.979,2,3.49,1.954,5.025,2.358
host,acl,aclrtGetResInCurrentThread,2.416,2,1.208,0.222,2.194,0.972
host,acl,aclrtGetStreamAttribute,3.028,1,3.028,3.028,3.028,0
host,acl,aclrtLaunchKernelWithHostArgs,56.531,1,56.531,56.531,56.531,0
host,acl,aclrtMemcpy,85.675,2,42.838,40.233,45.442,6.783
host,acl,aclrtResetDevice,4.996,1,4.996,4.996,4.996,0
host,acl,aclrtSetDevice,42.586,1,42.586,42.586,42.586,0
host,acl,aclrtSetOpExecuteTimeOutV2,1159.101,1,1159.101,1159.101,1159.101,0
host,acl,aclrtSetStreamFailureMode,12.895,2,6.448,3.158,9.737,10.821
host,acl,aclrtSynchronizeDeviceWithTimeout,22.706,2,11.353,8.093,14.613,10.628
host,acl,aclrtSynchronizeStream,32.263,2,16.131,4.592,27.671,133.16
host,node,launch,1261.508,2,630.754,567.83,693.678,3959.43
