Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,StatelessRandomNormalV3_Tiling,64.842,2,32.421,3.468,61.374,838.276
host,acl,aclmdlRICaptureGetInfo,17.44,6,2.907,0.246,9.569,12.549
host,acl,aclnnInplaceNormal,1707.519,1,1707.519,1707.519,1707.519,0
host,acl,aclnnInplaceNormalGetWorkspaceSize,528116.48,1,528116.48,528116.48,528116.48,0
host,acl,aclrtBinaryLoadFromData,80.53,1,80.53,80.53,80.53,0
host,acl,aclrtCreateStreamWithConfig,2528.364,2,1264.182,1139.757,1388.607,15481.581
host,acl,aclrtCtxGetSysParamOpt,11.235,8,1.404,0.372,5.99,3.243
host,acl,aclrtCtxSetSysParamOpt,2.812,2,1.406,0.67,2.142,0.542
host,acl,aclrtDestroyStreamForce,583.832,1,583.832,583.832,583.832,0
host,acl,aclrtFree,15.803,1,15.803,15.803,15.803,0
host,acl,aclrtGetCurrentContext,2.8,1,2.8,2.8,2.8,0
host,acl,aclrtGetDeviceCount,7.719,2,3.86,2.697,5.022,1.351
host,acl,aclrtGetResInCurrentThread,2.421,2,1.211,0.205,2.216,1.011
host,acl,aclrtGetStreamAttribute,3.576,1,3.576,3.576,3.576,0
host,acl,aclrtLaunchKernelWithHostArgs,58.645,1,58.645,58.645,58.645,0
host,acl,aclrtMemcpy,81.015,2,40.508,37.878,43.137,6.914
host,acl,aclrtResetDevice,5.517,1,5.517,5.517,5.517,0
host,acl,aclrtSetDevice,42.469,1,42.469,42.469,42.469,0
host,acl,aclrtSetOpExecuteTimeOutV2,1151.679,1,1151.679,1151.679,1151.679,0
host,acl,aclrtSetStreamFailureMode,13.033,2,6.517,3.197,9.836,11.019
host,acl,aclrtSynchronizeDeviceWithTimeout,19.981,2,9.991,6.638,13.343,11.239
host,acl,aclrtSynchronizeStream,31.371,2,15.686,4.153,27.218,132.999
host,node,launch,1313.158,2,656.579,566.891,746.267,8043.937
