Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,StatelessRandomNormalV3_Tiling,63.926,2,31.963,3.984,59.942,782.824
host,acl,aclmdlRICaptureGetInfo,15.106,6,2.518,0.24,8.315,9.095
host,acl,aclnnInplaceNormal,1786.996,1,1786.996,1786.996,1786.996,0
host,acl,aclnnInplaceNormalGetWorkspaceSize,618282.935,1,618282.935,618282.935,618282.935,0
host,acl,aclrtBinaryLoadFromData,67.433,1,67.433,67.433,67.433,0
host,acl,aclrtCreateStreamWithConfig,2148.732,2,1074.366,950.428,1198.304,15360.628
host,acl,aclrtCtxGetSysParamOpt,13.597,8,1.7,0.376,8.75,7.385
host,acl,aclrtCtxSetSysParamOpt,2.867,2,1.434,0.56,2.307,0.763
host,acl,aclrtDestroyStreamForce,589.454,1,589.454,589.454,589.454,0
host,acl,aclrtFree,17.818,1,17.818,17.818,17.818,0
host,acl,aclrtGetCurrentContext,1.689,1,1.689,1.689,1.689,0
host,acl,aclrtGetDeviceCount,8.304,2,4.152,2.393,5.911,3.094
host,acl,aclrtGetResInCurrentThread,2.448,2,1.224,0.208,2.24,1.032
host,acl,aclrtGetStreamAttribute,4.279,1,4.279,4.279,4.279,0
host,acl,aclrtLaunchKernelWithHostArgs,55.854,1,55.854,55.854,55.854,0
host,acl,aclrtMemcpy,92.973,2,46.487,39.411,53.562,50.063
host,acl,aclrtResetDevice,5.458,1,5.458,5.458,5.458,0
host,acl,aclrtSetDevice,49.841,1,49.841,49.841,49.841,0
host,acl,aclrtSetOpExecuteTimeOutV2,1158.862,1,1158.862,1158.862,1158.862,0
host,acl,aclrtSetStreamFailureMode,11.878,2,5.939,1.781,10.097,17.289
host,acl,aclrtSynchronizeDeviceWithTimeout,19.3,2,9.65,7.041,12.259,6.807
host,acl,aclrtSynchronizeStream,24.459,2,12.23,3.79,20.669,71.225
host,node,launch,1281.052,2,640.526,564.754,716.298,5741.396
