Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,StatelessRandomNormalV3_Tiling,76.57,2,38.285,3.378,73.192,1218.499
host,acl,aclmdlRICaptureGetInfo,15.342,6,2.557,0.238,9.249,10.602
host,acl,aclnnInplaceNormal,1707.627,1,1707.627,1707.627,1707.627,0
host,acl,aclnnInplaceNormalGetWorkspaceSize,539350.36,1,539350.36,539350.36,539350.36,0
host,acl,aclrtBinaryLoadFromData,73.105,1,73.105,73.105,73.105,0
host,acl,aclrtCreateStreamWithConfig,2046.162,2,1023.081,907.401,1138.761,13381.862
host,acl,aclrtCtxGetSysParamOpt,12.041,8,1.505,0.328,7.085,4.698
host,acl,aclrtCtxSetSysParamOpt,3.056,2,1.528,0.692,2.364,0.699
host,acl,aclrtDestroyStreamForce,602.805,1,602.805,602.805,602.805,0
host,acl,aclrtFree,16.269,1,16.269,16.269,16.269,0
host,acl,aclrtGetCurrentContext,2.052,1,2.052,2.052,2.052,0
host,acl,aclrtGetDeviceCount,7.825,2,3.913,2.782,5.043,1.278
host,acl,aclrtGetResInCurrentThread,2.764,2,1.382,0.23,2.534,1.327
host,acl,aclrtGetStreamAttribute,2.764,1,2.764,2.764,2.764,0
host,acl,aclrtLaunchKernelWithHostArgs,63.044,1,63.044,63.044,63.044,0
host,acl,aclrtMemcpy,91.028,2,45.514,39.026,52.002,42.094
host,acl,aclrtResetDevice,5.802,1,5.802,5.802,5.802,0
host,acl,aclrtSetDevice,46.881,1,46.881,46.881,46.881,0
host,acl,aclrtSetOpExecuteTimeOutV2,1161.758,1,1161.758,1161.758,1161.758,0
host,acl,aclrtSetStreamFailureMode,12.953,2,6.477,2.126,10.827,18.927
host,acl,aclrtSynchronizeDeviceWithTimeout,19.989,2,9.994,7.321,12.668,7.148
host,acl,aclrtSynchronizeStream,25.898,2,12.949,4.037,21.861,79.424
host,node,launch,1288.932,2,644.466,556.088,732.844,7810.671
