Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
1,N/A,PLACE_HOLDER_SQE,65535,2,0.007,1788185131982174.136	,1788185131982174.143	
1,N/A,AICPU_D,65535,3,73.399,1788185131994155.669	,1788185131994229.068	
1,StatelessRandomNormalV3_1ea4bd0e3cd9df67072d9z7amgc9c583_high_performance_100,AI_VECTOR_CORE,61,4,6.149,1788185132550214.754	,1788185132550220.903	
1,_Z25softmax_tile_group_kernelPDhS_iiii,AI_CORE,61,5,3.160,1788185135297436.433	,1788185135297439.593	
1,N/A,PLACE_HOLDER_SQE,65535,6,0.007,1788185135406004.603	,1788185135406004.610	
