Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,StatelessRandomNormalV3_Tiling,69.417,2,34.709,3.52,65.897,972.723
host,acl,aclmdlRICaptureGetInfo,18.184,6,3.031,0.267,10.983,14.788
host,acl,aclnnInplaceNormal,1858.521,1,1858.521,1858.521,1858.521,0
host,acl,aclnnInplaceNormalGetWorkspaceSize,554247.968,1,554247.968,554247.968,554247.968,0
host,acl,aclrtBinaryLoadFromData,82.572,1,82.572,82.572,82.572,0
host,acl,aclrtCreateStreamWithConfig,2117.388,2,1058.694,936.494,1180.894,14932.84
host,acl,aclrtCtxGetSysParamOpt,16.379,8,2.047,0.396,8.886,7.662
host,acl,aclrtCtxSetSysParamOpt,4.975,2,2.488,1.34,3.635,1.317
host,acl,aclrtDestroyStreamForce,597.909,1,597.909,597.909,597.909,0
host,acl,aclrtFree,17.058,1,17.058,17.058,17.058,0
host,acl,aclrtGetCurrentContext,2.344,1,2.344,2.344,2.344,0
host,acl,aclrtGetDeviceCount,9.8,2,4.9,4.774,5.026,0.016
host,acl,aclrtGetResInCurrentThread,2.744,2,1.372,0.269,2.475,1.217
host,acl,aclrtGetStreamAttribute,3.5,1,3.5,3.5,3.5,0
host,acl,aclrtLaunchKernelWithHostArgs,59.713,1,59.713,59.713,59.713,0
host,acl,aclrtMemcpy,85.552,2,42.776,40.432,45.12,5.494
host,acl,aclrtResetDevice,6.155,1,6.155,6.155,6.155,0
host,acl,aclrtSetDevice,78.307,1,78.307,78.307,78.307,0
host,acl,aclrtSetOpExecuteTimeOutV2,1127.797,1,1127.797,1127.797,1127.797,0
host,acl,aclrtSetStreamFailureMode,17.233,2,8.617,4.228,13.005,19.259
host,acl,aclrtSynchronizeDeviceWithTimeout,22.618,2,11.309,7.576,15.042,13.935
host,acl,aclrtSynchronizeStream,34.049,2,17.025,4.419,29.63,158.899
host,node,launch,1329.441,2,664.721,589.595,739.846,5643.841
