Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,StatelessRandomNormalV3_Tiling,66.966,2,33.483,3.274,63.692,912.584
host,acl,aclmdlRICaptureGetInfo,19.798,6,3.3,0.238,13.326,21.998
host,acl,aclnnInplaceNormal,1694.952,1,1694.952,1694.952,1694.952,0
host,acl,aclnnInplaceNormalGetWorkspaceSize,559747.028,1,559747.028,559747.028,559747.028,0
host,acl,aclrtBinaryLoadFromData,84.703,1,84.703,84.703,84.703,0
host,acl,aclrtCreateStreamWithConfig,2057.338,2,1028.669,897.97,1159.368,17082.229
host,acl,aclrtCtxGetSysParamOpt,12.863,8,1.608,0.347,7.264,4.938
host,acl,aclrtCtxSetSysParamOpt,2.826,2,1.413,0.751,2.075,0.438
host,acl,aclrtDestroyStreamForce,585.482,1,585.482,585.482,585.482,0
host,acl,aclrtFree,16.798,1,16.798,16.798,16.798,0
host,acl,aclrtGetCurrentContext,1.792,1,1.792,1.792,1.792,0
host,acl,aclrtGetDeviceCount,8.432,2,4.216,3.42,5.012,0.634
host,acl,aclrtGetResInCurrentThread,2.558,2,1.279,0.208,2.35,1.147
host,acl,aclrtGetStreamAttribute,3.325,1,3.325,3.325,3.325,0
host,acl,aclrtLaunchKernelWithHostArgs,44.757,1,44.757,44.757,44.757,0
host,acl,aclrtMemcpy,83.807,2,41.903,38.705,45.102,10.23
host,acl,aclrtResetDevice,5.285,1,5.285,5.285,5.285,0
host,acl,aclrtSetDevice,54.161,1,54.161,54.161,54.161,0
host,acl,aclrtSetOpExecuteTimeOutV2,1154.614,1,1154.614,1154.614,1154.614,0
host,acl,aclrtSetStreamFailureMode,5.49,2,2.745,2.063,3.427,0.465
host,acl,aclrtSynchronizeDeviceWithTimeout,19.046,2,9.523,6.344,12.702,10.106
host,acl,aclrtSynchronizeStream,33.415,2,16.708,3.665,29.75,170.107
host,node,launch,4034.295,2,2017.148,712.553,3321.742,1701966.809
