Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
1,N/A,PLACE_HOLDER_SQE,65535,2,0.007,1788185256655631.975	,1788185256655631.982	
1,N/A,AICPU_D,65535,3,64.743,1788185256666882.055	,1788185256666946.798	
1,StatelessRandomNormalV3_1ea4bd0e3cd9df67072d9z7amgc9c583_high_performance_100,AI_VECTOR_CORE,61,4,5.270,1788185257213668.046	,1788185257213673.316	
1,_Z25softmax_tile_group_kernelPDhS_iiii,AI_CORE,61,5,2.852,1788185259999865.218	,1788185259999868.070	
1,N/A,PLACE_HOLDER_SQE,65535,6,0.007,1788185260498976.021	,1788185260498976.028	
