Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,StatelessRandomNormalV3_Tiling,62.084,2,31.042,3.919,58.165,735.657
host,acl,aclmdlRICaptureGetInfo,15.555,6,2.593,0.249,9.481,11.029
host,acl,aclnnInplaceNormal,1769.146,1,1769.146,1769.146,1769.146,0
host,acl,aclnnInplaceNormalGetWorkspaceSize,547460.064,1,547460.064,547460.064,547460.064,0
host,acl,aclrtBinaryLoadFromData,75.955,1,75.955,75.955,75.955,0
host,acl,aclrtCreateStreamWithConfig,2606.628,2,1303.314,1154.53,1452.098,22136.679
host,acl,aclrtCtxGetSysParamOpt,11.69,8,1.461,0.394,6.608,4.071
host,acl,aclrtCtxSetSysParamOpt,3.033,2,1.517,0.632,2.401,0.782
host,acl,aclrtDestroyStreamForce,576.235,1,576.235,576.235,576.235,0
host,acl,aclrtFree,18.338,1,18.338,18.338,18.338,0
host,acl,aclrtGetCurrentContext,1.821,1,1.821,1.821,1.821,0
host,acl,aclrtGetDeviceCount,6.692,2,3.346,2.575,4.117,0.594
host,acl,aclrtGetResInCurrentThread,2.121,2,1.061,0.189,1.932,0.76
host,acl,aclrtGetStreamAttribute,2.856,1,2.856,2.856,2.856,0
host,acl,aclrtLaunchKernelWithHostArgs,51.125,1,51.125,51.125,51.125,0
host,acl,aclrtMemcpy,92.126,2,46.063,43.162,48.964,8.416
host,acl,aclrtResetDevice,5.083,1,5.083,5.083,5.083,0
host,acl,aclrtSetDevice,52.447,1,52.447,52.447,52.447,0
host,acl,aclrtSetOpExecuteTimeOutV2,1150.179,1,1150.179,1150.179,1150.179,0
host,acl,aclrtSetStreamFailureMode,11.883,2,5.942,2.185,9.698,14.111
host,acl,aclrtSynchronizeDeviceWithTimeout,21.24,2,10.62,6.515,14.725,16.851
host,acl,aclrtSynchronizeStream,32.04,2,16.02,4.493,27.547,132.872
host,node,launch,1318.063,2,659.032,588.101,729.962,5031.136
