Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
1,N/A,PLACE_HOLDER_SQE,65535,2,0.007,1788185293566954.173	,1788185293566954.180	
1,N/A,AICPU_D,65535,3,67.652,1788185293578939.241	,1788185293579006.893	
1,StatelessRandomNormalV3_1ea4bd0e3cd9df67072d9z7amgc9c583_high_performance_100,AI_VECTOR_CORE,61,4,5.871,1788185294124731.448	,1788185294124737.319	
1,_Z25softmax_tile_group_kernelPDhS_iiii,AI_CORE,61,5,3.091,1788185296919324.751	,1788185296919327.842	
1,N/A,PLACE_HOLDER_SQE,65535,6,0.007,1788185297530602.366	,1788185297530602.373	
