Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,StatelessRandomNormalV3_Tiling,65.205,2,32.603,3.14,62.065,868.039
host,acl,aclmdlRICaptureGetInfo,15.846,6,2.641,0.28,8.066,8.78
host,acl,aclnnInplaceNormal,1682.08,1,1682.08,1682.08,1682.08,0
host,acl,aclnnInplaceNormalGetWorkspaceSize,528360.28,1,528360.28,528360.28,528360.28,0
host,acl,aclrtBinaryLoadFromData,83.171,1,83.171,83.171,83.171,0
host,acl,aclrtCreateStreamWithConfig,2098.282,2,1049.141,906.291,1191.991,20406.122
host,acl,aclrtCtxGetSysParamOpt,15.928,8,1.991,0.421,9.69,8.779
host,acl,aclrtCtxSetSysParamOpt,3.218,2,1.609,0.744,2.474,0.748
host,acl,aclrtDestroyStreamForce,585.652,1,585.652,585.652,585.652,0
host,acl,aclrtFree,15.152,1,15.152,15.152,15.152,0
host,acl,aclrtGetCurrentContext,2.261,1,2.261,2.261,2.261,0
host,acl,aclrtGetDeviceCount,7.206,2,3.603,2.779,4.427,0.679
host,acl,aclrtGetResInCurrentThread,2.698,2,1.349,0.277,2.421,1.149
host,acl,aclrtGetStreamAttribute,3.317,1,3.317,3.317,3.317,0
host,acl,aclrtLaunchKernelWithHostArgs,56.802,1,56.802,56.802,56.802,0
host,acl,aclrtMemcpy,108.724,2,54.362,54.23,54.494,0.017
host,acl,aclrtResetDevice,5.858,1,5.858,5.858,5.858,0
host,acl,aclrtSetDevice,41.638,1,41.638,41.638,41.638,0
host,acl,aclrtSetOpExecuteTimeOutV2,1150.458,1,1150.458,1150.458,1150.458,0
host,acl,aclrtSetStreamFailureMode,13.984,2,6.992,2.509,11.475,20.097
host,acl,aclrtSynchronizeDeviceWithTimeout,33.958,2,16.979,7.577,26.381,88.398
host,acl,aclrtSynchronizeStream,34.608,2,17.304,6.106,28.502,125.395
host,node,launch,1256.403,2,628.202,555.41,700.993,5298.602
