Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
1,N/A,PLACE_HOLDER_SQE,65535,2,0.007,1788185746166642.645	,1788185746166642.652	
1,N/A,AICPU_D,65535,3,67.359,1788185746181660.155	,1788185746181727.514	
1,StatelessRandomNormalV3_1ea4bd0e3cd9df67072d9z7amgc9c583_high_performance_100,AI_VECTOR_CORE,61,4,6.070,1788185746772860.694	,1788185746772866.764	
1,_Z25softmax_tile_group_kernelPDhS_iiii,AI_CORE,61,5,4.761,1788185749633649.141	,1788185749633653.902	
1,N/A,PLACE_HOLDER_SQE,65535,6,0.007,1788185750167279.958	,1788185750167279.965	
