Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,StatelessRandomNormalV3_Tiling,65.357,2,32.679,3.176,62.181,870.398
host,acl,aclmdlRICaptureGetInfo,14.087,6,2.348,0.248,8.418,8.874
host,acl,aclnnInplaceNormal,1651.925,1,1651.925,1651.925,1651.925,0
host,acl,aclnnInplaceNormalGetWorkspaceSize,550584.977,1,550584.977,550584.977,550584.977,0
host,acl,aclrtBinaryLoadFromData,69.373,1,69.373,69.373,69.373,0
host,acl,aclrtCreateStreamWithConfig,2529.924,2,1264.962,1195.28,1334.644,4855.581
host,acl,aclrtCtxGetSysParamOpt,11.725,8,1.466,0.313,7.31,5.039
host,acl,aclrtCtxSetSysParamOpt,2.806,2,1.403,0.513,2.293,0.792
host,acl,aclrtDestroyStreamForce,682.101,1,682.101,682.101,682.101,0
host,acl,aclrtFree,45.664,1,45.664,45.664,45.664,0
host,acl,aclrtGetCurrentContext,8.569,1,8.569,8.569,8.569,0
host,acl,aclrtGetDeviceCount,7.615,2,3.808,2.619,4.996,1.413
host,acl,aclrtGetResInCurrentThread,2.475,2,1.238,0.302,2.173,0.875
host,acl,aclrtGetStreamAttribute,2.855,1,2.855,2.855,2.855,0
host,acl,aclrtLaunchKernelWithHostArgs,60.514,1,60.514,60.514,60.514,0
host,acl,aclrtMemcpy,176.176,2,88.088,54.948,121.228,1098.26
host,acl,aclrtResetDevice,6.262,1,6.262,6.262,6.262,0
host,acl,aclrtSetDevice,54.574,1,54.574,54.574,54.574,0
host,acl,aclrtSetOpExecuteTimeOutV2,1150.444,1,1150.444,1150.444,1150.444,0
host,acl,aclrtSetStreamFailureMode,14.542,2,7.271,2.244,12.298,25.271
host,acl,aclrtSynchronizeDeviceWithTimeout,29.268,2,14.634,5.416,23.852,84.972
host,acl,aclrtSynchronizeStream,37.974,2,18.987,17.695,20.279,1.669
host,node,launch,1256.837,2,628.419,555.692,701.145,5289.144
