Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,StatelessRandomNormalV3_Tiling,71.564,2,35.782,3.286,68.278,1055.99
host,acl,aclmdlRICaptureGetInfo,15.009,6,2.502,0.243,8.162,8.936
host,acl,aclnnInplaceNormal,2231.133,1,2231.133,2231.133,2231.133,0
host,acl,aclnnInplaceNormalGetWorkspaceSize,533483.398,1,533483.398,533483.398,533483.398,0
host,acl,aclrtBinaryLoadFromData,65.751,1,65.751,65.751,65.751,0
host,acl,aclrtCreateStreamWithConfig,2288.91,2,1144.455,1135.499,1153.411,80.21
host,acl,aclrtCtxGetSysParamOpt,11.675,8,1.459,0.327,7.011,4.7
host,acl,aclrtCtxSetSysParamOpt,2.937,2,1.469,0.712,2.225,0.572
host,acl,aclrtDestroyStreamForce,616.111,1,616.111,616.111,616.111,0
host,acl,aclrtFree,17.463,1,17.463,17.463,17.463,0
host,acl,aclrtGetCurrentContext,1.687,1,1.687,1.687,1.687,0
host,acl,aclrtGetDeviceCount,7.856,2,3.928,2.89,4.966,1.077
host,acl,aclrtGetResInCurrentThread,2.768,2,1.384,0.437,2.331,0.897
host,acl,aclrtGetStreamAttribute,3.121,1,3.121,3.121,3.121,0
host,acl,aclrtLaunchKernelWithHostArgs,58.113,1,58.113,58.113,58.113,0
host,acl,aclrtMemcpy,110.816,2,55.408,54.016,56.8,1.938
host,acl,aclrtResetDevice,4.559,1,4.559,4.559,4.559,0
host,acl,aclrtSetDevice,48.381,1,48.381,48.381,48.381,0
host,acl,aclrtSetOpExecuteTimeOutV2,1151.221,1,1151.221,1151.221,1151.221,0
host,acl,aclrtSetStreamFailureMode,11.851,2,5.926,2.394,9.457,12.471
host,acl,aclrtSynchronizeDeviceWithTimeout,20.235,2,10.118,6.246,13.989,14.989
host,acl,aclrtSynchronizeStream,35.685,2,17.843,5.187,30.498,160.162
host,node,launch,1881.723,2,940.862,611.561,1270.162,108438.819
