Device_id,Model ID,Task ID,Stream ID,Op Name,OP Type,OP State,Task Type,Task Start Time(us),Task Duration(us),Task Wait Time(us),Block Num,Mix Block Num,HF32 Eligible,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Context ID,aicore_time(us),aic_total_cycles,aic_read_local_l2_hit,aic_read_local_l2_miss,aic_read_local_l2_victim,aic_write_local_l2_hit,aic_write_local_l2_miss,aic_write_local_l2_victim,aiv_time(us),aiv_total_cycles,aiv_read_local_l2_hit,aiv_read_local_l2_miss,aiv_read_local_l2_victim,aiv_write_local_l2_hit,aiv_write_local_l2_miss,aiv_write_local_l2_victim
1,4294967295,4,61,aclnnInplaceNormal_StatelessRandomNormalV3AiCore_StatelessRandomNormalV3,StatelessRandomNormalV3,dynamic,AI_VECTOR_CORE,1788185728630437.456	,5.941,0,16,0,NO,"""2;1;2;1;1""",INT64;UINT64;UINT64;FLOAT;FLOAT,ND;ND;ND;ND;ND,"""4,2048""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,124891,988.0,36.0,0.0,16.0,0.0,0.0
1,4294967295,5,61,_Z25softmax_tile_group_kernelPDhS_iiii,_Z25softmax_tile_group_kernelPDhS_iiii,static,AI_CORE,1788185731370551.172	,4.693,2740107.809000,2,0,YES,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.97,10731,96.0,6.0,0.0,16.0,0.0,0.0
